gid,kind,peak_nA,ton_ms,period_ms,duty,avg_nA,true_avg_nA,rep,mode,t_ms,dev_nA,i_nA,x_nA,cal_nA,train_s,rb_nA
K3,pulse,2000.0,0.2,10.0,0.02,40.0,39.37007874015748,3,1,1000,39.06,39.06,39.06,39.06,17.370646999996097,nan
K3,pulse,2000.0,0.2,10.0,0.02,40.0,39.37007874015748,4,1,1000,39.112,39.112,39.112,39.112,17.370646999996097,nan
K3,pulse,2000.0,0.2,10.0,0.02,40.0,39.37007874015748,5,1,1000,39.111,39.111,39.111,39.111,17.370646999996097,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,1,1,1000,39.61,39.61,39.61,39.61,17.354781699999876,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,2,1,1000,39.625,39.625,39.625,39.625,17.354781699999876,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,3,1,1000,39.623,39.623,39.623,39.623,17.354781699999876,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,4,1,1000,39.636,39.636,39.636,39.636,17.354781699999876,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,5,1,1000,39.66,39.66,39.66,39.66,17.354781699999876,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,1,1,1000,39.492,39.492,39.492,39.492,17.351847999998427,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,2,1,1000,39.532,39.532,39.532,39.532,17.351847999998427,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,3,1,1000,39.514,39.514,39.514,39.514,17.351847999998427,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,4,1,1000,39.521,39.521,39.521,39.521,17.351847999998427,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,5,1,1000,39.518,39.518,39.518,39.518,17.351847999998427,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,1,1,1000,39.403,39.403,39.403,39.403,17.348348499996064,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,2,1,1000,39.484,39.484,39.484,39.484,17.348348499996064,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,3,1,1000,39.45,39.45,39.45,39.45,17.348348499996064,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,4,1,1000,39.452,39.452,39.452,39.452,17.348348499996064,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,5,1,1000,39.48,39.48,39.48,39.48,17.348348499996064,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,1,1,1000,39.169,39.169,39.169,39.169,17.35441699999501,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,2,1,1000,39.18,39.18,39.18,39.18,17.35441699999501,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,3,1,1000,39.192,39.192,39.192,39.192,17.35441699999501,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,4,1,1000,39.176,39.176,39.176,39.176,17.35441699999501,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,5,1,1000,39.178,39.178,39.178,39.178,17.35441699999501,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,1,1,1000,39.441,39.441,39.441,39.441,17.35017159999552,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,2,1,1000,39.471,39.471,39.471,39.471,17.35017159999552,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,3,1,1000,39.518,39.518,39.518,39.518,17.35017159999552,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,4,1,1000,39.487,39.487,39.487,39.487,17.35017159999552,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,5,1,1000,39.494,39.494,39.494,39.494,17.35017159999552,nan
D:40,dc,40.0,0.0,0.0,1.0,40.0,40.0,1,1,1000,39.998,39.998,39.998,39.998,nan,39.99985
D:40,dc,40.0,0.0,0.0,1.0,40.0,40.0,2,1,1000,39.999,39.999,39.999,39.999,nan,39.999825
D:40,dc,40.0,0.0,0.0,1.0,40.0,40.0,3,1,1000,39.997,39.997,39.997,39.997,nan,39.99995
K1,pulse,400.0,1.0,10.0,0.1,40.0,39.37007874015748,1,1,1000,39.138,39.138,39.138,39.138,17.37091440000222,nan
K1,pulse,400.0,1.0,10.0,0.1,40.0,39.37007874015748,2,1,1000,39.158,39.158,39.158,39.158,17.37091440000222,nan
K1,pulse,400.0,1.0,10.0,0.1,40.0,39.37007874015748,3,1,1000,39.174,39.174,39.174,39.174,17.37091440000222,nan
K1,pulse,400.0,1.0,10.0,0.1,40.0,39.37007874015748,4,1,1000,39.094,39.094,39.094,39.094,17.37091440000222,nan
K1,pulse,400.0,1.0,10.0,0.1,40.0,39.37007874015748,5,1,1000,39.17,39.17,39.17,39.17,17.37091440000222,nan
K2,pulse,1000.0,0.4,10.0,0.04,40.0,39.37007874015748,1,1,1000,39.144,39.144,39.144,39.144,17.380759499996202,nan
K2,pulse,1000.0,0.4,10.0,0.04,40.0,39.37007874015748,2,1,1000,39.194,39.194,39.194,39.194,17.380759499996202,nan
K2,pulse,1000.0,0.4,10.0,0.04,40.0,39.37007874015748,3,1,1000,39.166,39.166,39.166,39.166,17.380759499996202,nan
K2,pulse,1000.0,0.4,10.0,0.04,40.0,39.37007874015748,4,1,1000,39.119,39.119,39.119,39.119,17.380759499996202,nan
K2,pulse,1000.0,0.4,10.0,0.04,40.0,39.37007874015748,5,1,1000,39.166,39.166,39.166,39.166,17.380759499996202,nan
K3,pulse,2000.0,0.2,10.0,0.02,40.0,39.37007874015748,1,1,1000,39.057,39.057,39.057,39.057,17.370646999996097,nan
K3,pulse,2000.0,0.2,10.0,0.02,40.0,39.37007874015748,2,1,1000,39.081,39.081,39.081,39.081,17.370646999996097,nan
K3,pulse,2000.0,0.2,10.0,0.02,40.0,39.37007874015748,3,1,1000,39.072,39.072,39.072,39.072,17.370646999996097,nan
K3,pulse,2000.0,0.2,10.0,0.02,40.0,39.37007874015748,4,1,1000,39.095,39.095,39.095,39.095,17.370646999996097,nan
K3,pulse,2000.0,0.2,10.0,0.02,40.0,39.37007874015748,5,1,1000,39.056,39.056,39.056,39.056,17.370646999996097,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,1,1,1000,39.605,39.605,39.605,39.605,17.354781699999876,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,2,1,1000,39.618,39.618,39.618,39.618,17.354781699999876,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,3,1,1000,39.6,39.6,39.6,39.6,17.354781699999876,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,4,1,1000,39.608,39.608,39.608,39.608,17.354781699999876,nan
K4,pulse,2400.0,0.2,12.0,0.016666666666666666,40.0,39.473684210526315,5,1,1000,39.599,39.599,39.599,39.599,17.354781699999876,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,1,1,1000,39.543,39.543,39.543,39.543,17.351847999998427,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,2,1,1000,39.554,39.554,39.554,39.554,17.351847999998427,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,3,1,1000,39.527,39.527,39.527,39.527,17.351847999998427,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,4,1,1000,39.552,39.552,39.552,39.552,17.351847999998427,nan
K5,pulse,2800.0,0.2,14.0,0.014285714285714285,40.0,39.548022598870055,5,1,1000,39.558,39.558,39.558,39.558,17.351847999998427,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,1,1,1000,39.486,39.486,39.486,39.486,17.348348499996064,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,2,1,1000,39.471,39.471,39.471,39.471,17.348348499996064,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,3,1,1000,39.478,39.478,39.478,39.478,17.348348499996064,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,4,1,1000,39.462,39.462,39.462,39.462,17.348348499996064,nan
K6,pulse,3200.0,0.2,16.0,0.0125,40.0,39.603960396039604,5,1,1000,39.475,39.475,39.475,39.475,17.348348499996064,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,1,1,1000,39.174,39.174,39.174,39.174,17.35441699999501,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,2,1,1000,39.204,39.204,39.204,39.204,17.35441699999501,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,3,1,1000,39.198,39.198,39.198,39.198,17.35441699999501,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,4,1,1000,39.18,39.18,39.18,39.18,17.35441699999501,nan
K7,pulse,3600.0,0.2,18.0,0.011111111111111113,40.00000000000001,39.647577092511014,5,1,1000,39.174,39.174,39.174,39.174,17.35441699999501,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,1,1,1000,39.438,39.438,39.438,39.438,17.35017159999552,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,2,1,1000,39.429,39.429,39.429,39.429,17.35017159999552,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,3,1,1000,39.438,39.438,39.438,39.438,17.35017159999552,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,4,1,1000,39.445,39.445,39.445,39.445,17.35017159999552,nan
K8,pulse,4000.0,0.2,20.0,0.01,40.0,39.682539682539684,5,1,1000,39.428,39.428,39.428,39.428,17.35017159999552,nan
D:40,dc,40.00000000000001,0.0,0.0,1.0,40.00000000000001,40.00000000000001,1,1,1000,39.997,39.997,39.997,39.997,nan,39.9996
D:40,dc,40.00000000000001,0.0,0.0,1.0,40.00000000000001,40.00000000000001,2,1,1000,39.996,39.996,39.996,39.996,nan,39.999674999999996
D:40,dc,40.00000000000001,0.0,0.0,1.0,40.00000000000001,40.00000000000001,3,1,1000,39.996,39.996,39.996,39.996,nan,39.9996
D:40,dc,40.00000000000001,0.0,0.0,1.0,40.00000000000001,40.00000000000001,4,1,1000,39.997,39.997,39.997,39.997,nan,39.99975
D:40,dc,40.00000000000001,0.0,0.0,1.0,40.00000000000001,40.00000000000001,5,1,1000,39.996,39.996,39.996,39.996,nan,39.999874999999996
