set_nA,rep,true_nA,dev_nA,dev_ext_nA,m,n,int1,int2,ext1,ext2,t_ms,mode,wave_min,wave_max,wave_mean,wave_bad,rng_A,baud,warmup,t_settle_ms,t_warm_ms,t_meas_ms,t_xfer_ms,npz,line
-14.5,3,-14.50635,-14.665,-14.665,4048,2202,30934,41630,30934,41630,1000,1,1822,59274,30435.9,0,1e-07,115200,always,3500,1030,1270,1096,w_n0014_5000_r3.npz,I=-14.665 nA X=-14.665 nA MODE=1 T=1000ms RAW m=4048 n=2202 INT1=30934 INT2=41630 EXT1=30934 EXT2=41630
-14.0,1,-14.006899999999998,-14.146,-14.146,3987,2263,30598,10999,30598,10999,1000,1,1851,59352,30847.0,0,1e-07,115200,always,3499,1030,1271,1096,w_n0014_0000_r1.npz,I=-14.146 nA X=-14.146 nA MODE=1 T=1000ms RAW m=3987 n=2263 INT1=30598 INT2=10999 EXT1=30598 EXT2=10999
-14.0,2,-14.00675,-14.165,-14.165,4027,2223,30799,52112,30799,52112,1000,1,1788,59369,30569.9,0,1e-07,115200,always,3499,1030,1280,1096,w_n0014_0000_r2.npz,I=-14.165 nA X=-14.165 nA MODE=1 T=1000ms RAW m=4027 n=2223 INT1=30799 INT2=52112 EXT1=30799 EXT2=52112
-14.0,3,-14.0068,-14.165,-14.165,4029,2221,30783,54191,30783,54191,1000,1,1888,59338,30568.4,0,1e-07,115200,always,3499,1030,1038,1096,w_n0014_0000_r3.npz,I=-14.165 nA X=-14.165 nA MODE=1 T=1000ms RAW m=4029 n=2221 INT1=30783 INT2=54191 EXT1=30783 EXT2=54191
-13.5,1,-13.5057,-13.645,-13.645,3962,2288,30536,17421,30536,17421,1000,1,2085,59384,30734.5,0,1e-07,115200,always,3500,1030,1269,1096,w_n0013_5000_r1.npz,I=-13.645 nA X=-13.645 nA MODE=1 T=1000ms RAW m=3962 n=2288 INT1=30536 INT2=17421 EXT1=30536 EXT2=17421
-13.5,2,-13.50565,-13.659,-13.659,3997,2253,31173,54012,31173,54012,1000,1,1970,59384,30599.9,0,1e-07,115200,always,3500,1030,1270,1096,w_n0013_5000_r2.npz,I=-13.659 nA X=-13.659 nA MODE=1 T=1000ms RAW m=3997 n=2253 INT1=31173 INT2=54012 EXT1=31173 EXT2=54012
-13.5,3,-13.505575,-13.656,-13.656,3995,2255,31096,52033,31096,52033,1000,1,1987,59406,30632.4,0,1e-07,115200,always,3500,1030,1272,1096,w_n0013_5000_r3.npz,I=-13.656 nA X=-13.656 nA MODE=1 T=1000ms RAW m=3995 n=2255 INT1=31096 INT2=52033 EXT1=31096 EXT2=52033
-13.0,1,-13.0068,-13.143,-13.143,3946,2304,31121,34041,31121,34041,1000,1,1912,59355,30653.2,0,1e-07,115200,always,3504,1030,1036,1096,w_n0013_0000_r1.npz,I=-13.143 nA X=-13.143 nA MODE=1 T=1000ms RAW m=3946 n=2304 INT1=31121 INT2=34041 EXT1=31121 EXT2=34041
-13.0,2,-13.006649999999999,-13.142,-13.142,3941,2309,31025,28760,31025,28760,1000,1,1888,59422,30647.8,0,1e-07,115200,always,3504,1030,1298,1096,w_n0013_0000_r2.npz,I=-13.142 nA X=-13.142 nA MODE=1 T=1000ms RAW m=3941 n=2309 INT1=31025 INT2=28760 EXT1=31025 EXT2=28760
-13.0,3,-13.006525,-13.143,-13.143,3947,2303,30927,34906,30927,34906,1000,1,1850,59308,30649.9,0,1e-07,115200,always,3504,1030,1271,1096,w_n0013_0000_r3.npz,I=-13.143 nA X=-13.143 nA MODE=1 T=1000ms RAW m=3947 n=2303 INT1=30927 INT2=34906 EXT1=30927 EXT2=34906
-12.5,1,-12.505175,-12.627,-12.627,3888,2362,31120,6802,31120,6802,1000,1,1885,59383,30620.2,0,1e-07,115200,always,3500,1029,1271,1096,w_n0012_5000_r1.npz,I=-12.627 nA X=-12.627 nA MODE=1 T=1000ms RAW m=3888 n=2362 INT1=31120 INT2=6802 EXT1=31120 EXT2=6802
-12.5,2,-12.505199999999999,-12.627,-12.627,3887,2363,30836,5462,30836,5462,1000,1,1834,59345,30597.8,0,1e-07,115200,always,3500,1029,1276,1096,w_n0012_5000_r2.npz,I=-12.627 nA X=-12.627 nA MODE=1 T=1000ms RAW m=3887 n=2363 INT1=30836 INT2=5462 EXT1=30836 EXT2=5462
-12.5,3,-12.505249999999998,-12.625,-12.625,3886,2364,31204,4862,31204,4862,1000,1,1893,59355,30605.2,0,1e-07,115200,always,3500,1029,1037,1096,w_n0012_5000_r3.npz,I=-12.625 nA X=-12.625 nA MODE=1 T=1000ms RAW m=3886 n=2364 INT1=31204 INT2=4862 EXT1=31204 EXT2=4862
-12.0,1,-12.005825,-12.122,-12.122,3864,2386,31033,14473,31033,14473,1000,1,2073,59379,30498.8,0,1e-07,115200,always,3526,1029,1271,1096,w_n0012_0000_r1.npz,I=-12.122 nA X=-12.122 nA MODE=1 T=1000ms RAW m=3864 n=2386 INT1=31033 INT2=14473 EXT1=31033 EXT2=14473
-12.0,2,-12.005575,-12.123,-12.123,3863,2387,30965,13276,30965,13276,1000,1,1841,59399,30499.5,0,1e-07,115200,always,3526,1029,1271,1096,w_n0012_0000_r2.npz,I=-12.123 nA X=-12.123 nA MODE=1 T=1000ms RAW m=3863 n=2387 INT1=30965 INT2=13276 EXT1=30965 EXT2=13276
-12.0,3,-12.005524999999999,-12.124,-12.124,3864,2386,30987,14290,30987,14290,1000,1,1869,59357,30482.6,0,1e-07,115200,always,3526,1029,1329,1096,w_n0012_0000_r3.npz,I=-12.124 nA X=-12.124 nA MODE=1 T=1000ms RAW m=3864 n=2386 INT1=30987 INT2=14290 EXT1=30987 EXT2=14290
-11.5,1,-11.506149999999998,-11.622,-11.622,3838,2412,31275,20089,31275,20089,1000,1,1918,59357,30410.3,0,1e-07,115200,always,3500,1029,1036,1096,w_n0011_5000_r1.npz,I=-11.622 nA X=-11.622 nA MODE=1 T=1000ms RAW m=3838 n=2412 INT1=31275 INT2=20089 EXT1=31275 EXT2=20089
-11.5,2,-11.506125,-11.623,-11.623,3839,2411,31195,21021,31195,21021,1000,1,1981,59408,30456.2,0,1e-07,115200,always,3500,1029,1270,1096,w_n0011_5000_r2.npz,I=-11.623 nA X=-11.623 nA MODE=1 T=1000ms RAW m=3839 n=2411 INT1=31195 INT2=21021 EXT1=31195 EXT2=21021
-11.5,3,-11.506,-11.622,-11.622,3838,2412,31193,19997,31193,19997,1000,1,1901,59448,30438.8,0,1e-07,115200,always,3500,1029,1270,1096,w_n0011_5000_r3.npz,I=-11.622 nA X=-11.622 nA MODE=1 T=1000ms RAW m=3838 n=2412 INT1=31193 INT2=19997 EXT1=31193 EXT2=19997
-11.0,1,-11.004975,-11.113,-11.113,3802,2448,30228,14471,30228,14471,1000,1,1846,59259,30927.6,0,1e-07,115200,always,3500,1029,1271,1096,w_n0011_0000_r1.npz,I=-11.113 nA X=-11.113 nA MODE=1 T=1000ms RAW m=3802 n=2448 INT1=30228 INT2=14471 EXT1=30228 EXT2=14471
-11.0,2,-11.004925,-11.128,-11.128,3829,2421,30930,42663,30930,42663,1000,1,1945,59239,30471.9,0,1e-07,115200,always,3500,1029,1271,1096,w_n0011_0000_r2.npz,I=-11.128 nA X=-11.128 nA MODE=1 T=1000ms RAW m=3829 n=2421 INT1=30930 INT2=42663 EXT1=30930 EXT2=42663
-11.0,3,-11.0049,-11.124,-11.124,3826,2424,30900,39697,30900,39697,1000,1,1855,59405,30453.4,0,1e-07,115200,always,3500,1029,1037,1096,w_n0011_0000_r3.npz,I=-11.124 nA X=-11.124 nA MODE=1 T=1000ms RAW m=3826 n=2424 INT1=30900 INT2=39697 EXT1=30900 EXT2=39697
-10.5,1,-10.5056,-10.609,-10.609,3764,2486,30410,7653,30410,7653,1000,1,1997,59455,30853.1,0,1e-07,115200,always,3500,1029,1271,1096,w_n0010_5000_r1.npz,I=-10.609 nA X=-10.609 nA MODE=1 T=1000ms RAW m=3764 n=2486 INT1=30410 INT2=7653 EXT1=30410 EXT2=7653
-10.5,2,-10.505225,-10.629,-10.629,3807,2443,31255,52466,31255,52466,1000,1,1838,59415,30585.5,0,1e-07,115200,always,3500,1029,1271,1096,w_n0010_5000_r2.npz,I=-10.629 nA X=-10.629 nA MODE=1 T=1000ms RAW m=3807 n=2443 INT1=31255 INT2=52466 EXT1=31255 EXT2=52466
-10.5,3,-10.505575,-10.627,-10.627,3805,2445,31068,50348,31068,50348,1000,1,1844,59381,30545.7,0,1e-07,115200,always,3500,1029,1277,1096,w_n0010_5000_r3.npz,I=-10.627 nA X=-10.627 nA MODE=1 T=1000ms RAW m=3805 n=2445 INT1=31068 INT2=50348 EXT1=31068 EXT2=50348
-10.0,1,-10.0024,-10.101,-10.101,3737,2513,30703,12820,30703,12820,1000,1,1761,59399,30821.9,0,1e-08,115200,always,3478,1028,1185,1096,w_n0010_0000_r1.npz,I=-10.101 nA X=-10.101 nA MODE=1 T=1000ms RAW m=3737 n=2513 INT1=30703 INT2=12820 EXT1=30703 EXT2=12820
-10.0,2,-10.0024,-10.121,-10.121,3780,2470,30899,56962,30899,56962,1000,1,1885,59353,30646.2,0,1e-08,115200,always,3478,1028,1180,1096,w_n0010_0000_r2.npz,I=-10.121 nA X=-10.121 nA MODE=1 T=1000ms RAW m=3780 n=2470 INT1=30899 INT2=56962 EXT1=30899 EXT2=56962
-10.0,3,-10.0024,-10.12,-10.12,3780,2470,30831,56970,30831,56970,1000,1,1922,59432,30661.1,0,1e-08,115200,always,3478,1028,1178,1096,w_n0010_0000_r3.npz,I=-10.120 nA X=-10.120 nA MODE=1 T=1000ms RAW m=3780 n=2470 INT1=30831 INT2=56970 EXT1=30831 EXT2=56970
-9.5,1,-9.502373333333333,-9.601,-9.601,3714,2536,30205,20845,30205,20845,1000,1,1907,59415,30714.0,0,1e-08,115200,always,3500,1028,1179,1096,w_n0009_5000_r1.npz,I=-9.601 nA X=-9.601 nA MODE=1 T=1000ms RAW m=3714 n=2536 INT1=30205 INT2=20845 EXT1=30205 EXT2=20845
-9.5,2,-9.502333333333333,-9.609,-9.609,3736,2514,30989,44263,30989,44263,1000,1,1995,59417,30714.1,0,1e-08,115200,always,3500,1028,1179,1096,w_n0009_5000_r2.npz,I=-9.609 nA X=-9.609 nA MODE=1 T=1000ms RAW m=3736 n=2514 INT1=30989 INT2=44263 EXT1=30989 EXT2=44263
-9.5,3,-9.50236,-9.61,-9.61,3737,2513,31097,45331,31097,45331,1000,1,1900,59400,30667.6,0,1e-08,115200,always,3500,1028,1186,1096,w_n0009_5000_r3.npz,I=-9.610 nA X=-9.610 nA MODE=1 T=1000ms RAW m=3737 n=2513 INT1=31097 INT2=45331 EXT1=31097 EXT2=45331
-9.0,1,-9.00236,-9.097,-9.097,3695,2555,31020,34651,31020,34651,1000,1,1952,59349,30686.1,0,1e-08,115200,always,3498,1027,1178,1096,w_n0009_0000_r1.npz,I=-9.097 nA X=-9.097 nA MODE=1 T=1000ms RAW m=3695 n=2555 INT1=31020 INT2=34651 EXT1=31020 EXT2=34651
-9.0,2,-9.002346666666666,-9.097,-9.097,3692,2558,31186,31643,31186,31643,1000,1,1942,59319,30669.9,0,1e-08,115200,always,3498,1027,1179,1096,w_n0009_0000_r2.npz,I=-9.097 nA X=-9.097 nA MODE=1 T=1000ms RAW m=3692 n=2558 INT1=31186 INT2=31643 EXT1=31186 EXT2=31643
-9.0,3,-9.00239,-9.098,-9.098,3696,2554,31149,35760,31149,35760,1000,1,1869,59388,30665.2,0,1e-08,115200,always,3498,1027,1179,1096,w_n0009_0000_r3.npz,I=-9.098 nA X=-9.098 nA MODE=1 T=1000ms RAW m=3696 n=2554 INT1=31149 INT2=35760 EXT1=31149 EXT2=35760
-8.5,1,-8.502384999999999,-8.583,-8.583,3646,2604,31147,16838,31147,16838,1000,1,1685,59548,30670.3,0,1e-08,115200,always,3500,1027,1186,1096,w_n0008_5000_r1.npz,I=-8.583 nA X=-8.583 nA MODE=1 T=1000ms RAW m=3646 n=2604 INT1=31147 INT2=16838 EXT1=31147 EXT2=16838
-8.5,2,-8.502373333333333,-8.583,-8.583,3641,2609,30884,11296,30884,11296,1000,1,2030,59409,30685.1,0,1e-08,115200,always,3500,1027,1179,1096,w_n0008_5000_r2.npz,I=-8.583 nA X=-8.583 nA MODE=1 T=1000ms RAW m=3641 n=2609 INT1=30884 INT2=11296 EXT1=30884 EXT2=11296
-8.5,3,-8.50242,-8.581,-8.581,3644,2606,30799,14485,30799,14485,1000,1,1927,59428,30656.1,0,1e-08,115200,always,3500,1027,1181,1096,w_n0008_5000_r3.npz,I=-8.581 nA X=-8.581 nA MODE=1 T=1000ms RAW m=3644 n=2606 INT1=30799 INT2=14485 EXT1=30799 EXT2=14485
-8.0,1,-8.002526666666666,-8.074,-8.074,3603,2647,30836,4573,30836,4573,1000,1,1877,59396,30650.8,0,1e-08,115200,always,3500,1027,1178,1096,w_n0008_0000_r1.npz,I=-8.074 nA X=-8.074 nA MODE=1 T=1000ms RAW m=3603 n=2647 INT1=30836 INT2=4573 EXT1=30836 EXT2=4573
-8.0,2,-8.00262,-8.075,-8.075,3603,2647,31002,4669,31002,4669,1000,1,1926,59405,30660.9,0,1e-08,115200,always,3500,1027,1178,1096,w_n0008_0000_r2.npz,I=-8.075 nA X=-8.075 nA MODE=1 T=1000ms RAW m=3603 n=2647 INT1=31002 INT2=4669 EXT1=31002 EXT2=4669
-8.0,3,-8.00256,-8.077,-8.077,3605,2645,30974,6639,30974,6639,1000,1,2042,59381,30684.2,0,1e-08,115200,always,3500,1027,1186,1096,w_n0008_0000_r3.npz,I=-8.077 nA X=-8.077 nA MODE=1 T=1000ms RAW m=3605 n=2645 INT1=30974 INT2=6639 EXT1=30974 EXT2=6639
-7.5,1,-7.502459999999999,-7.575,-7.575,3581,2669,30935,14199,30935,14199,1000,1,1962,59462,30539.5,0,1e-08,115200,always,3499,1027,1183,1096,w_n0007_5000_r1.npz,I=-7.575 nA X=-7.575 nA MODE=1 T=1000ms RAW m=3581 n=2669 INT1=30935 INT2=14199 EXT1=30935 EXT2=14199
-7.5,2,-7.502466666666666,-7.573,-7.573,3577,2673,31105,10280,31105,10280,1000,1,1889,59459,30546.9,0,1e-08,115200,always,3499,1027,1178,1096,w_n0007_5000_r2.npz,I=-7.573 nA X=-7.573 nA MODE=1 T=1000ms RAW m=3577 n=2673 INT1=31105 INT2=10280 EXT1=31105 EXT2=10280
-7.5,3,-7.502479999999999,-7.575,-7.575,3579,2671,31074,12252,31074,12252,1000,1,1984,59447,30545.2,0,1e-08,115200,always,3499,1027,1179,1096,w_n0007_5000_r3.npz,I=-7.575 nA X=-7.575 nA MODE=1 T=1000ms RAW m=3579 n=2671 INT1=31074 INT2=12252 EXT1=31074 EXT2=12252
-7.0,1,-7.002350000000001,-7.072,-7.072,3556,2694,30992,20900,30992,20900,1000,1,1981,59374,30473.0,0,1e-08,115200,always,3501,1027,1186,1096,w_n0007_0000_r1.npz,I=-7.072 nA X=-7.072 nA MODE=1 T=1000ms RAW m=3556 n=2694 INT1=30992 INT2=20900 EXT1=30992 EXT2=20900
-7.0,2,-7.00237,-7.073,-7.073,3555,2695,30783,19536,30783,19536,1000,1,2083,59455,30500.6,0,1e-08,115200,always,3501,1027,1178,1096,w_n0007_0000_r2.npz,I=-7.073 nA X=-7.073 nA MODE=1 T=1000ms RAW m=3555 n=2695 INT1=30783 INT2=19536 EXT1=30783 EXT2=19536
-7.0,3,-7.002336666666667,-7.071,-7.071,3552,2698,31242,16955,31242,16955,1000,1,1906,59468,30480.5,0,1e-08,115200,always,3501,1027,1178,1096,w_n0007_0000_r3.npz,I=-7.071 nA X=-7.071 nA MODE=1 T=1000ms RAW m=3552 n=2698 INT1=31242 INT2=16955 EXT1=31242 EXT2=16955
-6.5,1,-6.502626666666667,-6.57,-6.57,3529,2721,31088,25410,31088,25410,1000,1,1830,59535,30510.7,0,1e-08,115200,always,3500,1027,1178,1096,w_n0006_5000_r1.npz,I=-6.570 nA X=-6.570 nA MODE=1 T=1000ms RAW m=3529 n=2721 INT1=31088 INT2=25410 EXT1=31088 EXT2=25410
-6.5,2,-6.502613333333334,-6.571,-6.571,3529,2721,31278,25537,31278,25537,1000,1,1937,59449,30477.7,0,1e-08,115200,always,3500,1027,1178,1096,w_n0006_5000_r2.npz,I=-6.571 nA X=-6.571 nA MODE=1 T=1000ms RAW m=3529 n=2721 INT1=31278 INT2=25537 EXT1=31278 EXT2=25537
-6.5,3,-6.50263,-6.57,-6.57,3529,2721,31233,25554,31233,25554,1000,1,1960,59439,30460.1,0,1e-08,115200,always,3500,1027,1186,1096,w_n0006_5000_r3.npz,I=-6.570 nA X=-6.570 nA MODE=1 T=1000ms RAW m=3529 n=2721 INT1=31233 INT2=25554 EXT1=31233 EXT2=25554
-6.0,1,-6.0026166666666665,-6.065,-6.065,3499,2751,30321,26113,30321,26113,1000,1,1910,59403,30972.2,0,1e-08,115200,always,3500,1026,1187,1096,w_n0006_0000_r1.npz,I=-6.065 nA X=-6.065 nA MODE=1 T=1000ms RAW m=3499 n=2751 INT1=30321 INT2=26113 EXT1=30321 EXT2=26113
-6.0,2,-6.002649999999999,-6.071,-6.071,3508,2742,30879,35815,30879,35815,1000,1,1882,59447,30516.4,0,1e-08,115200,always,3500,1026,1178,1096,w_n0006_0000_r2.npz,I=-6.071 nA X=-6.071 nA MODE=1 T=1000ms RAW m=3508 n=2742 INT1=30879 INT2=35815 EXT1=30879 EXT2=35815
-6.0,3,-6.0026,-6.068,-6.068,3504,2746,30842,31729,30842,31729,1000,1,1904,59487,30470.9,0,1e-08,115200,always,3500,1026,1201,1096,w_n0006_0000_r3.npz,I=-6.068 nA X=-6.068 nA MODE=1 T=1000ms RAW m=3504 n=2746 INT1=30842 INT2=31729 EXT1=30842 EXT2=31729
-5.5,1,-5.502465,-5.557,-5.557,3460,2790,30578,18610,30578,18610,1000,1,1947,59428,30972.8,0,1e-08,115200,always,3500,1026,1186,1096,w_n0005_5000_r1.npz,I=-5.557 nA X=-5.557 nA MODE=1 T=1000ms RAW m=3460 n=2790 INT1=30578 INT2=18610 EXT1=30578 EXT2=18610
-5.5,2,-5.502526666666666,-5.57,-5.57,3485,2765,30903,44418,30903,44418,1000,1,1900,59405,30488.1,0,1e-08,115200,always,3500,1026,1179,1096,w_n0005_5000_r2.npz,I=-5.570 nA X=-5.570 nA MODE=1 T=1000ms RAW m=3485 n=2765 INT1=30903 INT2=44418 EXT1=30903 EXT2=44418
-5.5,3,-5.502503333333333,-5.57,-5.57,3486,2764,30962,45499,30962,45499,1000,1,1851,59452,30482.3,0,1e-08,115200,always,3500,1026,1182,1096,w_n0005_5000_r3.npz,I=-5.570 nA X=-5.570 nA MODE=1 T=1000ms RAW m=3486 n=2764 INT1=30962 INT2=45499 EXT1=30962 EXT2=45499
-5.0,1,-5.002586666666667,-5.048,-5.048,3423,2827,30463,12838,30463,12838,1000,1,1937,59442,30969.6,0,1e-08,115200,always,3500,1026,1178,1096,w_n0005_0000_r1.npz,I=-5.048 nA X=-5.048 nA MODE=1 T=1000ms RAW m=3423 n=2827 INT1=30463 INT2=12838 EXT1=30463 EXT2=12838
-5.0,2,-5.002666666666666,-5.062,-5.062,3451,2799,30905,41904,30905,41904,1000,1,2071,59520,30541.3,0,1e-08,115200,always,3500,1026,1234,1096,w_n0005_0000_r2.npz,I=-5.062 nA X=-5.062 nA MODE=1 T=1000ms RAW m=3451 n=2799 INT1=30905 INT2=41904 EXT1=30905 EXT2=41904
-5.0,3,-5.0027,-5.066,-5.066,3455,2795,31027,45926,31027,45926,1000,1,1963,59485,30574.6,0,1e-08,115200,always,3500,1026,1185,1096,w_n0005_0000_r3.npz,I=-5.066 nA X=-5.066 nA MODE=1 T=1000ms RAW m=3455 n=2795 INT1=31027 INT2=45926 EXT1=31027 EXT2=45926
