set_nA,rep,true_nA,dev_nA,dev_ext_nA,m,n,int1,int2,ext1,ext2,t_ms,mode,wave_min,wave_max,wave_mean,wave_bad,rng_A,baud,warmup,t_settle_ms,t_warm_ms,t_meas_ms,t_xfer_ms,npz,line
-44.0,2,-44.010149999999996,-44.457,-44.457,5866,384,30813,4616,30813,4616,1000,1,1981,59026,30375.8,0,1e-07,115200,always,3500,1127,1273,1096,w_n0044_0000_r2.npz,I=-44.457 nA X=-44.457 nA MODE=1 T=1000ms RAW m=5866 n=384 INT1=30813 INT2=4616 EXT1=30813 EXT2=4616
-44.0,3,-44.010266666666666,-44.459,-44.459,5866,384,30814,4517,30814,4517,1000,1,1839,59062,30358.6,0,1e-07,115200,always,3500,1127,1355,1096,w_n0044_0000_r3.npz,I=-44.459 nA X=-44.459 nA MODE=1 T=1000ms RAW m=5866 n=384 INT1=30814 INT2=4517 EXT1=30814 EXT2=4517
-43.5,1,-43.509025,-43.965,-43.965,5861,389,30808,31627,30808,31627,1000,1,1554,59069,29321.6,0,1e-07,115200,always,3444,1117,1277,1096,w_n0043_5000_r1.npz,I=-43.965 nA X=-43.965 nA MODE=1 T=1000ms RAW m=5861 n=389 INT1=30808 INT2=31627 EXT1=30808 EXT2=31627
-43.5,2,-43.508725,-43.965,-43.965,5861,389,30848,31635,30848,31635,1000,1,1614,59041,29321.4,0,1e-07,115200,always,3444,1117,1270,1096,w_n0043_5000_r2.npz,I=-43.965 nA X=-43.965 nA MODE=1 T=1000ms RAW m=5861 n=389 INT1=30848 INT2=31635 EXT1=30848 EXT2=31635
-43.5,3,-43.5087,-43.962,-43.962,5860,390,30790,30750,30790,30750,1000,1,1622,59094,29285.3,0,1e-07,115200,always,3444,1117,1281,1096,w_n0043_5000_r3.npz,I=-43.962 nA X=-43.962 nA MODE=1 T=1000ms RAW m=5860 n=390 INT1=30790 INT2=30750 EXT1=30790 EXT2=30750
-43.0,1,-43.009966666666664,-43.446,-43.446,5806,444,30872,7760,30872,7760,1000,1,1833,59039,30440.1,0,1e-07,115200,always,3500,1110,1353,1096,w_n0043_0000_r1.npz,I=-43.446 nA X=-43.446 nA MODE=1 T=1000ms RAW m=5806 n=444 INT1=30872 INT2=7760 EXT1=30872 EXT2=7760
-43.0,2,-43.00995,-43.447,-43.447,5807,443,30824,8641,30824,8641,1000,1,1849,59049,30435.4,0,1e-07,115200,always,3500,1110,1273,1096,w_n0043_0000_r2.npz,I=-43.447 nA X=-43.447 nA MODE=1 T=1000ms RAW m=5807 n=443 INT1=30824 INT2=8641 EXT1=30824 EXT2=8641
-43.0,3,-43.0098,-43.446,-43.446,5807,443,30813,8747,30813,8747,1000,1,1882,59063,30444.7,0,1e-07,115200,always,3500,1110,1271,1096,w_n0043_0000_r3.npz,I=-43.446 nA X=-43.446 nA MODE=1 T=1000ms RAW m=5807 n=443 INT1=30813 INT2=8747 EXT1=30813 EXT2=8747
-42.5,1,-42.509,-42.955,-42.955,5799,451,30862,32555,30862,32555,1000,1,1607,59109,29668.9,0,1e-07,115200,always,3548,1103,1271,1096,w_n0042_5000_r1.npz,I=-42.955 nA X=-42.955 nA MODE=1 T=1000ms RAW m=5799 n=451 INT1=30862 INT2=32555 EXT1=30862 EXT2=32555
-42.5,2,-42.508900000000004,-42.954,-42.954,5799,451,30872,32615,30872,32615,1000,1,1542,59083,29645.8,0,1e-07,115200,always,3548,1103,1297,1096,w_n0042_5000_r2.npz,I=-42.954 nA X=-42.954 nA MODE=1 T=1000ms RAW m=5799 n=451 INT1=30872 INT2=32615 EXT1=30872 EXT2=32615
-42.5,3,-42.508799999999994,-42.955,-42.955,5799,451,30784,32461,30784,32461,1000,1,1501,59055,29668.6,0,1e-07,115200,always,3548,1103,1353,1096,w_n0042_5000_r3.npz,I=-42.955 nA X=-42.955 nA MODE=1 T=1000ms RAW m=5799 n=451 INT1=30784 INT2=32461 EXT1=30784 EXT2=32461
-42.0,1,-42.009249999999994,-42.457,-42.457,5787,463,30833,52510,30833,52510,1000,1,1530,59048,30364.1,0,1e-07,115200,always,3500,1097,1272,1096,w_n0042_0000_r1.npz,I=-42.457 nA X=-42.457 nA MODE=1 T=1000ms RAW m=5787 n=463 INT1=30833 INT2=52510 EXT1=30833 EXT2=52510
-42.0,2,-42.009175,-42.463,-42.463,5792,458,30818,57360,30818,57360,1000,1,1578,59079,30167.7,0,1e-07,115200,always,3500,1097,1326,1096,w_n0042_0000_r2.npz,I=-42.463 nA X=-42.463 nA MODE=1 T=1000ms RAW m=5792 n=458 INT1=30818 INT2=57360 EXT1=30818 EXT2=57360
-42.0,3,-42.009325,-42.463,-42.463,5792,458,30967,57474,30967,57474,1000,1,1575,59092,30171.1,0,1e-07,115200,always,3500,1097,1270,1096,w_n0042_0000_r3.npz,I=-42.463 nA X=-42.463 nA MODE=1 T=1000ms RAW m=5792 n=458 INT1=30967 INT2=57474 EXT1=30967 EXT2=57474
-41.5,1,-41.509949999999996,-41.94,-41.94,5731,519,30800,27307,30800,27307,1000,1,1794,59144,29636.5,0,1e-07,115200,always,3499,1092,1075,1096,w_n0041_5000_r1.npz,I=-41.940 nA X=-41.940 nA MODE=1 T=1000ms RAW m=5731 n=519 INT1=30800 INT2=27307 EXT1=30800 EXT2=27307
-41.5,2,-41.51005,-41.941,-41.941,5731,519,30894,27337,30894,27337,1000,1,1847,59104,29650.2,0,1e-07,115200,always,3499,1092,1270,1096,w_n0041_5000_r2.npz,I=-41.941 nA X=-41.941 nA MODE=1 T=1000ms RAW m=5731 n=519 INT1=30894 INT2=27337 EXT1=30894 EXT2=27337
-41.5,3,-41.509825,-41.943,-41.943,5731,519,30915,27235,30915,27235,1000,1,1859,59108,29630.6,0,1e-07,115200,always,3499,1092,1270,1096,w_n0041_5000_r3.npz,I=-41.943 nA X=-41.943 nA MODE=1 T=1000ms RAW m=5731 n=519 INT1=30915 INT2=27235 EXT1=30915 EXT2=27235
-41.0,1,-41.009075,-41.447,-41.447,5726,524,30856,54395,30856,54395,1000,1,2005,59054,30553.7,0,1e-07,115200,always,3475,1087,1270,1096,w_n0041_0000_r1.npz,I=-41.447 nA X=-41.447 nA MODE=1 T=1000ms RAW m=5726 n=524 INT1=30856 INT2=54395 EXT1=30856 EXT2=54395
-41.0,2,-41.0091,-41.449,-41.449,5728,522,30884,56463,30884,56463,1000,1,2006,59117,30577.6,0,1e-07,115200,always,3475,1087,1271,1096,w_n0041_0000_r2.npz,I=-41.449 nA X=-41.449 nA MODE=1 T=1000ms RAW m=5728 n=522 INT1=30884 INT2=56463 EXT1=30884 EXT2=56463
-41.0,3,-41.00896666666666,-41.45,-41.45,5728,522,30849,56353,30849,56353,1000,1,1981,59163,30583.4,0,1e-07,115200,always,3475,1087,1368,1096,w_n0041_0000_r3.npz,I=-41.450 nA X=-41.450 nA MODE=1 T=1000ms RAW m=5728 n=522 INT1=30849 INT2=56353 EXT1=30849 EXT2=56353
-40.5,1,-40.509724999999996,-40.927,-40.927,5662,588,30865,21062,30865,21062,1000,1,1674,59176,29741.0,0,1e-07,115200,always,3499,1083,1271,1096,w_n0040_5000_r1.npz,I=-40.927 nA X=-40.927 nA MODE=1 T=1000ms RAW m=5662 n=588 INT1=30865 INT2=21062 EXT1=30865 EXT2=21062
-40.5,2,-40.509625,-40.929,-40.929,5662,588,30800,20852,30800,20852,1000,1,1602,59120,29714.3,0,1e-07,115200,always,3499,1083,1271,1096,w_n0040_5000_r2.npz,I=-40.929 nA X=-40.929 nA MODE=1 T=1000ms RAW m=5662 n=588 INT1=30800 INT2=20852 EXT1=30800 EXT2=20852
-40.5,3,-40.509775,-40.929,-40.929,5661,589,30825,19835,30825,19835,1000,1,1644,59097,29694.5,0,1e-07,115200,always,3499,1083,1271,1096,w_n0040_5000_r3.npz,I=-40.929 nA X=-40.929 nA MODE=1 T=1000ms RAW m=5661 n=589 INT1=30825 INT2=19835 EXT1=30825 EXT2=19835
-40.0,1,-40.0084,-40.438,-40.438,5661,589,30882,52110,30882,52110,1000,1,1959,59130,30166.4,0,1e-07,115200,always,3499,1080,1042,1096,w_n0040_0000_r1.npz,I=-40.438 nA X=-40.438 nA MODE=1 T=1000ms RAW m=5661 n=589 INT1=30882 INT2=52110 EXT1=30882 EXT2=52110
-40.0,2,-40.008525,-40.439,-40.439,5661,589,30818,51949,30818,51949,1000,1,1929,59070,30166.2,0,1e-07,115200,always,3499,1080,1273,1096,w_n0040_0000_r2.npz,I=-40.439 nA X=-40.439 nA MODE=1 T=1000ms RAW m=5661 n=589 INT1=30818 INT2=51949 EXT1=30818 EXT2=51949
-40.0,3,-40.008675,-40.439,-40.439,5661,589,30936,52060,30936,52060,1000,1,1913,59109,30162.4,0,1e-07,115200,always,3499,1080,1270,1096,w_n0040_0000_r3.npz,I=-40.439 nA X=-40.439 nA MODE=1 T=1000ms RAW m=5661 n=589 INT1=30936 INT2=52060 EXT1=30936 EXT2=52060
-39.5,1,-39.509175,-39.918,-39.918,5599,651,30936,20897,30936,20897,1000,1,2186,59112,30082.3,0,1e-07,115200,always,3500,1076,1270,1096,w_n0039_5000_r1.npz,I=-39.918 nA X=-39.918 nA MODE=1 T=1000ms RAW m=5599 n=651 INT1=30936 INT2=20897 EXT1=30936 EXT2=20897
-39.5,2,-39.509125,-39.918,-39.918,5599,651,30876,20848,30876,20848,1000,1,2237,59077,30055.9,0,1e-07,115200,always,3500,1076,1308,1096,w_n0039_5000_r2.npz,I=-39.918 nA X=-39.918 nA MODE=1 T=1000ms RAW m=5599 n=651 INT1=30876 INT2=20848 EXT1=30876 EXT2=20848
-39.5,3,-39.50936666666667,-39.918,-39.918,5599,651,30883,20845,30883,20845,1000,1,2217,59128,30044.9,0,1e-07,115200,always,3500,1076,1397,1096,w_n0039_5000_r3.npz,I=-39.918 nA X=-39.918 nA MODE=1 T=1000ms RAW m=5599 n=651 INT1=30883 INT2=20845 EXT1=30883 EXT2=20845
-39.0,1,-39.010425,-39.422,-39.422,5588,662,30807,41696,30807,41696,1000,1,1610,59204,29774.2,0,1e-07,115200,always,3496,1074,1303,1096,w_n0039_0000_r1.npz,I=-39.422 nA X=-39.422 nA MODE=1 T=1000ms RAW m=5588 n=662 INT1=30807 INT2=41696 EXT1=30807 EXT2=41696
-39.0,2,-39.01045,-39.425,-39.425,5591,659,30856,44690,30856,44690,1000,1,1590,59121,29951.6,0,1e-07,115200,always,3496,1074,1271,1096,w_n0039_0000_r2.npz,I=-39.425 nA X=-39.425 nA MODE=1 T=1000ms RAW m=5591 n=659 INT1=30856 INT2=44690 EXT1=30856 EXT2=44690
-39.0,3,-39.0103,-39.424,-39.424,5589,661,30823,42593,30823,42593,1000,1,1681,59090,29833.0,0,1e-07,115200,always,3496,1074,1272,1096,w_n0039_0000_r3.npz,I=-39.424 nA X=-39.424 nA MODE=1 T=1000ms RAW m=5589 n=661 INT1=30823 INT2=42593 EXT1=30823 EXT2=42593
-38.5,1,-38.509100000000004,-38.901,-38.901,5525,725,30864,9499,30864,9499,1000,1,1880,59185,30177.0,0,1e-07,115200,always,3500,1071,1354,1096,w_n0038_5000_r1.npz,I=-38.901 nA X=-38.901 nA MODE=1 T=1000ms RAW m=5525 n=725 INT1=30864 INT2=9499 EXT1=30864 EXT2=9499
-38.5,2,-38.5092,-38.901,-38.901,5525,725,30827,9438,30827,9438,1000,1,1891,59132,30188.3,0,1e-07,115200,always,3500,1071,1270,1096,w_n0038_5000_r2.npz,I=-38.901 nA X=-38.901 nA MODE=1 T=1000ms RAW m=5525 n=725 INT1=30827 INT2=9438 EXT1=30827 EXT2=9438
-38.5,3,-38.50915,-38.904,-38.904,5525,725,30841,9295,30841,9295,1000,1,1886,59137,30182.6,0,1e-07,115200,always,3500,1071,1272,1096,w_n0038_5000_r3.npz,I=-38.904 nA X=-38.904 nA MODE=1 T=1000ms RAW m=5525 n=725 INT1=30841 INT2=9295 EXT1=30841 EXT2=9295
-38.0,1,-38.009925,-38.411,-38.411,5524,726,30853,40550,30853,40550,1000,1,1466,59073,30095.4,0,1e-07,115200,always,3499,1068,1271,1096,w_n0038_0000_r1.npz,I=-38.411 nA X=-38.411 nA MODE=1 T=1000ms RAW m=5524 n=726 INT1=30853 INT2=40550 EXT1=30853 EXT2=40550
-38.0,2,-38.009750000000004,-38.412,-38.412,5523,727,30866,39417,30866,39417,1000,1,1567,59166,30080.4,0,1e-07,115200,always,3499,1068,1271,1096,w_n0038_0000_r2.npz,I=-38.412 nA X=-38.412 nA MODE=1 T=1000ms RAW m=5523 n=727 INT1=30866 INT2=39417 EXT1=30866 EXT2=39417
-38.0,3,-38.01006666666667,-38.415,-38.415,5523,727,30868,39251,30868,39251,1000,1,1455,59108,30057.2,0,1e-07,115200,always,3499,1068,1355,1096,w_n0038_0000_r3.npz,I=-38.415 nA X=-38.415 nA MODE=1 T=1000ms RAW m=5523 n=727 INT1=30868 INT2=39251 EXT1=30868 EXT2=39251
-37.5,1,-37.50885,-37.901,-37.901,5487,763,30868,34971,30868,34971,1000,1,1684,59159,30455.9,0,1e-07,115200,always,3500,1066,1272,1096,w_n0037_5000_r1.npz,I=-37.901 nA X=-37.901 nA MODE=1 T=1000ms RAW m=5487 n=763 INT1=30868 INT2=34971 EXT1=30868 EXT2=34971
-37.5,2,-37.508925,-37.899,-37.899,5486,764,30817,34056,30817,34056,1000,1,1820,59198,30482.6,0,1e-07,115200,always,3500,1066,1271,1096,w_n0037_5000_r2.npz,I=-37.899 nA X=-37.899 nA MODE=1 T=1000ms RAW m=5486 n=764 INT1=30817 INT2=34056 EXT1=30817 EXT2=34056
-37.5,3,-37.508725,-37.9,-37.9,5487,763,30800,35005,30800,35005,1000,1,1711,59218,30436.4,0,1e-07,115200,always,3500,1066,1270,1096,w_n0037_5000_r3.npz,I=-37.900 nA X=-37.900 nA MODE=1 T=1000ms RAW m=5487 n=763 INT1=30800 INT2=35005 EXT1=30800 EXT2=35005
-37.0,1,-37.0097,-37.395,-37.395,5450,800,31001,29334,31001,29334,1000,1,2098,59153,30035.7,0,1e-07,115200,always,3500,1064,1354,1096,w_n0037_0000_r1.npz,I=-37.395 nA X=-37.395 nA MODE=1 T=1000ms RAW m=5450 n=800 INT1=31001 INT2=29334 EXT1=31001 EXT2=29334
-37.0,2,-37.00965,-37.395,-37.395,5450,800,30856,29159,30856,29159,1000,1,2104,59214,30023.9,0,1e-07,115200,always,3500,1064,1274,1096,w_n0037_0000_r2.npz,I=-37.395 nA X=-37.395 nA MODE=1 T=1000ms RAW m=5450 n=800 INT1=30856 INT2=29159 EXT1=30856 EXT2=29159
-37.0,3,-37.009475,-37.396,-37.396,5450,800,30797,29038,30797,29038,1000,1,2020,59183,30017.4,0,1e-07,115200,always,3500,1064,1273,1096,w_n0037_0000_r3.npz,I=-37.396 nA X=-37.396 nA MODE=1 T=1000ms RAW m=5450 n=800 INT1=30797 INT2=29038 EXT1=30797 EXT2=29038
-36.5,1,-36.5102,-36.904,-36.904,5443,807,30835,53920,30835,53920,1000,1,1534,59183,30298.2,0,1e-07,115200,always,3500,1062,1271,1096,w_n0036_5000_r1.npz,I=-36.904 nA X=-36.904 nA MODE=1 T=1000ms RAW m=5443 n=807 INT1=30835 INT2=53920 EXT1=30835 EXT2=53920
-36.5,2,-36.510225,-36.906,-36.906,5446,804,30849,57003,30849,57003,1000,1,1581,59153,30479.8,0,1e-07,115200,always,3500,1062,1272,1096,w_n0036_5000_r2.npz,I=-36.906 nA X=-36.906 nA MODE=1 T=1000ms RAW m=5446 n=804 INT1=30849 INT2=57003 EXT1=30849 EXT2=57003
-36.5,3,-36.510266666666666,-36.902,-36.902,5441,809,30922,52069,30922,52069,1000,1,1811,59153,30678.1,0,1e-07,115200,always,3500,1062,1354,1096,w_n0036_5000_r3.npz,I=-36.902 nA X=-36.902 nA MODE=1 T=1000ms RAW m=5441 n=809 INT1=30922 INT2=52069 EXT1=30922 EXT2=52069
-36.0,1,-36.009,-36.377,-36.377,5372,878,30833,13648,30833,13648,1000,1,1838,59212,30110.0,0,1e-07,115200,always,3500,1060,1270,1096,w_n0036_0000_r1.npz,I=-36.377 nA X=-36.377 nA MODE=1 T=1000ms RAW m=5372 n=878 INT1=30833 INT2=13648 EXT1=30833 EXT2=13648
-36.0,2,-36.008925,-36.378,-36.378,5372,878,30902,13644,30902,13644,1000,1,1851,59150,30105.0,0,1e-07,115200,always,3500,1060,1272,1096,w_n0036_0000_r2.npz,I=-36.378 nA X=-36.378 nA MODE=1 T=1000ms RAW m=5372 n=878 INT1=30902 INT2=13644 EXT1=30902 EXT2=13644
-36.0,3,-36.009075,-36.376,-36.376,5372,878,30791,13678,30791,13678,1000,1,1784,59161,30105.4,0,1e-07,115200,always,3500,1060,1272,1096,w_n0036_0000_r3.npz,I=-36.376 nA X=-36.376 nA MODE=1 T=1000ms RAW m=5372 n=878 INT1=30791 INT2=13678 EXT1=30791 EXT2=13678
-35.5,1,-35.509350000000005,-35.888,-35.888,5372,878,30967,45824,30967,45824,1000,1,2086,59181,30257.5,0,1e-07,115200,always,3503,1058,1036,1096,w_n0035_5000_r1.npz,I=-35.888 nA X=-35.888 nA MODE=1 T=1000ms RAW m=5372 n=878 INT1=30967 INT2=45824 EXT1=30967 EXT2=45824
-35.5,2,-35.509725,-35.889,-35.889,5372,878,30819,45624,30819,45624,1000,1,2075,59157,30259.5,0,1e-07,115200,always,3503,1058,1299,1096,w_n0035_5000_r2.npz,I=-35.889 nA X=-35.889 nA MODE=1 T=1000ms RAW m=5372 n=878 INT1=30819 INT2=45624 EXT1=30819 EXT2=45624
-35.5,3,-35.509725,-35.888,-35.888,5372,878,30869,45720,30869,45720,1000,1,2126,59165,30250.1,0,1e-07,115200,always,3503,1058,1271,1096,w_n0035_5000_r3.npz,I=-35.888 nA X=-35.888 nA MODE=1 T=1000ms RAW m=5372 n=878 INT1=30869 INT2=45720 EXT1=30869 EXT2=45720
-35.0,1,-35.0085,-35.357,-35.357,5299,951,30795,3530,30795,3530,1000,1,1714,59059,30440.6,0,1e-07,115200,always,3495,1057,1337,1096,w_n0035_0000_r1.npz,I=-35.357 nA X=-35.357 nA MODE=1 T=1000ms RAW m=5299 n=951 INT1=30795 INT2=3530 EXT1=30795 EXT2=3530
-35.0,2,-35.0083,-35.369,-35.369,5317,933,30816,21777,30816,21777,1000,1,1680,59217,30427.8,0,1e-07,115200,always,3495,1057,1270,1096,w_n0035_0000_r2.npz,I=-35.369 nA X=-35.369 nA MODE=1 T=1000ms RAW m=5317 n=933 INT1=30816 INT2=21777 EXT1=30816 EXT2=21777
-35.0,3,-35.00856666666667,-35.365,-35.365,5312,938,30817,16736,30817,16736,1000,1,1733,59194,30453.6,0,1e-07,115200,always,3495,1057,1364,1096,w_n0035_0000_r3.npz,I=-35.365 nA X=-35.365 nA MODE=1 T=1000ms RAW m=5312 n=938 INT1=30817 INT2=16736 EXT1=30817 EXT2=16736
-34.5,1,-34.509224999999994,-34.868,-34.868,5293,957,30893,29359,30893,29359,1000,1,1951,59134,30044.9,0,1e-07,115200,always,3499,1055,1271,1096,w_n0034_5000_r1.npz,I=-34.868 nA X=-34.868 nA MODE=1 T=1000ms RAW m=5293 n=957 INT1=30893 INT2=29359 EXT1=30893 EXT2=29359
-34.5,2,-34.509075,-34.868,-34.868,5293,957,30808,29280,30808,29280,1000,1,1879,59189,30048.9,0,1e-07,115200,always,3499,1055,1271,1096,w_n0034_5000_r2.npz,I=-34.868 nA X=-34.868 nA MODE=1 T=1000ms RAW m=5293 n=957 INT1=30808 INT2=29280 EXT1=30808 EXT2=29280
-34.5,3,-34.509,-34.87,-34.87,5293,957,30843,29231,30843,29231,1000,1,1934,59237,30094.0,0,1e-07,115200,always,3499,1055,1271,1096,w_n0034_5000_r3.npz,I=-34.870 nA X=-34.870 nA MODE=1 T=1000ms RAW m=5293 n=957 INT1=30843 INT2=29231 EXT1=30843 EXT2=29231
-34.0,1,-34.0097,-34.364,-34.364,5258,992,30352,25010,30352,25010,1000,1,1615,59112,30668.2,0,1e-07,115200,always,3500,1054,1037,1096,w_n0034_0000_r1.npz,I=-34.364 nA X=-34.364 nA MODE=1 T=1000ms RAW m=5258 n=992 INT1=30352 INT2=25010 EXT1=30352 EXT2=25010
-34.0,2,-34.009674999999994,-34.379,-34.379,5290,960,30894,58290,30894,58290,1000,1,1552,59181,30558.3,0,1e-07,115200,always,3500,1054,1271,1096,w_n0034_0000_r2.npz,I=-34.379 nA X=-34.379 nA MODE=1 T=1000ms RAW m=5290 n=960 INT1=30894 INT2=58290 EXT1=30894 EXT2=58290
-34.0,3,-34.00975,-34.377,-34.377,5290,960,30802,58327,30802,58327,1000,1,1457,59192,30607.7,0,1e-07,115200,always,3500,1054,1274,1096,w_n0034_0000_r3.npz,I=-34.377 nA X=-34.377 nA MODE=1 T=1000ms RAW m=5290 n=960 INT1=30802 INT2=58327 EXT1=30802 EXT2=58327
-33.5,1,-33.508675,-33.848,-33.848,5211,1039,30788,9709,30788,9709,1000,1,1836,59225,30222.2,0,1e-07,115200,always,3509,1053,1272,1096,w_n0033_5000_r1.npz,I=-33.848 nA X=-33.848 nA MODE=1 T=1000ms RAW m=5211 n=1039 INT1=30788 INT2=9709 EXT1=30788 EXT2=9709
-33.5,2,-33.5087,-33.849,-33.849,5211,1039,30835,9722,30835,9722,1000,1,1812,59216,30217.5,0,1e-07,115200,always,3509,1053,1271,1096,w_n0033_5000_r2.npz,I=-33.849 nA X=-33.849 nA MODE=1 T=1000ms RAW m=5211 n=1039 INT1=30835 INT2=9722 EXT1=30835 EXT2=9722
-33.5,3,-33.50886666666667,-33.851,-33.851,5211,1039,30884,9620,30884,9620,1000,1,1651,59222,30215.0,0,1e-07,115200,always,3509,1053,1353,1096,w_n0033_5000_r3.npz,I=-33.851 nA X=-33.851 nA MODE=1 T=1000ms RAW m=5211 n=1039 INT1=30884 INT2=9620 EXT1=30884 EXT2=9620
-33.0,1,-33.00945,-33.36,-33.36,5211,1039,30811,41747,30811,41747,1000,1,2094,59167,30252.8,0,1e-07,115200,always,3500,1052,1294,1096,w_n0033_0000_r1.npz,I=-33.360 nA X=-33.360 nA MODE=1 T=1000ms RAW m=5211 n=1039 INT1=30811 INT2=41747 EXT1=30811 EXT2=41747
-33.0,2,-33.0096,-33.362,-33.362,5211,1039,30816,41581,30816,41581,1000,1,1966,59240,30272.5,0,1e-07,115200,always,3500,1052,1272,1096,w_n0033_0000_r2.npz,I=-33.362 nA X=-33.362 nA MODE=1 T=1000ms RAW m=5211 n=1039 INT1=30816 INT2=41581 EXT1=30816 EXT2=41581
-33.0,3,-33.00945,-33.361,-33.361,5210,1040,30939,40767,30939,40767,1000,1,1572,59300,30205.4,0,1e-07,115200,always,3500,1052,1271,1096,w_n0033_0000_r3.npz,I=-33.361 nA X=-33.361 nA MODE=1 T=1000ms RAW m=5210 n=1040 INT1=30939 INT2=40767 EXT1=30939 EXT2=40767
-32.5,1,-32.50835,-32.851,-32.851,5179,1071,30934,41470,30934,41470,1000,1,1726,59264,30512.2,0,1e-07,115200,always,3500,1051,1036,1096,w_n0032_5000_r1.npz,I=-32.851 nA X=-32.851 nA MODE=1 T=1000ms RAW m=5179 n=1071 INT1=30934 INT2=41470 EXT1=30934 EXT2=41470
-32.5,2,-32.508175,-32.854,-32.854,5184,1066,30783,46409,30783,46409,1000,1,1739,59116,30445.6,0,1e-07,115200,always,3500,1051,1284,1096,w_n0032_5000_r2.npz,I=-32.854 nA X=-32.854 nA MODE=1 T=1000ms RAW m=5184 n=1066 INT1=30783 INT2=46409 EXT1=30783 EXT2=46409
-32.5,3,-32.50825,-32.86,-32.86,5194,1056,30804,56593,30804,56593,1000,1,1725,59181,30415.8,0,1e-07,115200,always,3500,1051,1296,1096,w_n0032_5000_r3.npz,I=-32.860 nA X=-32.860 nA MODE=1 T=1000ms RAW m=5194 n=1056 INT1=30804 INT2=56593 EXT1=30804 EXT2=56593
-32.0,1,-32.0092,-32.34,-32.34,5128,1122,30976,21251,30976,21251,1000,1,2049,59177,30177.6,0,1e-07,115200,always,3500,1049,1270,1096,w_n0032_0000_r1.npz,I=-32.340 nA X=-32.340 nA MODE=1 T=1000ms RAW m=5128 n=1122 INT1=30976 INT2=21251 EXT1=30976 EXT2=21251
-32.0,2,-32.009175000000006,-32.341,-32.341,5128,1122,30977,21231,30977,21231,1000,1,2012,59212,30188.0,0,1e-07,115200,always,3500,1049,1271,1096,w_n0032_0000_r2.npz,I=-32.341 nA X=-32.341 nA MODE=1 T=1000ms RAW m=5128 n=1122 INT1=30977 INT2=21231 EXT1=30977 EXT2=21231
-32.0,3,-32.009100000000004,-32.34,-32.34,5127,1123,31002,20236,31002,20236,1000,1,1720,59285,30230.3,0,1e-07,115200,always,3500,1049,1354,1096,w_n0032_0000_r3.npz,I=-32.340 nA X=-32.340 nA MODE=1 T=1000ms RAW m=5127 n=1123 INT1=31002 INT2=20236 EXT1=31002 EXT2=20236
-31.5,1,-31.509900000000002,-31.847,-31.847,5123,1127,30788,48154,30788,48154,1000,1,1714,59228,30378.5,0,1e-07,115200,always,3500,1048,1272,1096,w_n0031_5000_r1.npz,I=-31.847 nA X=-31.847 nA MODE=1 T=1000ms RAW m=5123 n=1127 INT1=30788 INT2=48154 EXT1=30788 EXT2=48154
-31.5,2,-31.509675,-31.847,-31.847,5119,1131,30872,44018,30872,44018,1000,1,1745,59267,30218.8,0,1e-07,115200,always,3500,1048,1274,1096,w_n0031_5000_r2.npz,I=-31.847 nA X=-31.847 nA MODE=1 T=1000ms RAW m=5119 n=1131 INT1=30872 INT2=44018 EXT1=30872 EXT2=44018
-31.5,3,-31.509724999999996,-31.851,-31.851,5124,1126,30897,49050,30897,49050,1000,1,1718,59183,30381.3,0,1e-07,115200,always,3500,1048,1270,1096,w_n0031_5000_r3.npz,I=-31.851 nA X=-31.851 nA MODE=1 T=1000ms RAW m=5124 n=1126 INT1=30897 INT2=49050 EXT1=30897 EXT2=49050
-31.0,1,-31.008433333333336,-31.324,-31.324,5064,1186,30879,20358,30879,20358,1000,1,1874,59247,30499.1,0,1e-07,115200,always,3500,1047,1355,1096,w_n0031_0000_r1.npz,I=-31.324 nA X=-31.324 nA MODE=1 T=1000ms RAW m=5064 n=1186 INT1=30879 INT2=20358 EXT1=30879 EXT2=20358
-31.0,2,-31.008225,-31.325,-31.325,5064,1186,30876,20236,30876,20236,1000,1,1971,59272,30523.4,0,1e-07,115200,always,3500,1047,1271,1096,w_n0031_0000_r2.npz,I=-31.325 nA X=-31.325 nA MODE=1 T=1000ms RAW m=5064 n=1186 INT1=30876 INT2=20236 EXT1=30876 EXT2=20236
-31.0,3,-31.008250000000004,-31.324,-31.324,5064,1186,30825,20276,30825,20276,1000,1,1873,59152,30465.4,0,1e-07,115200,always,3500,1047,1309,1096,w_n0031_0000_r3.npz,I=-31.324 nA X=-31.324 nA MODE=1 T=1000ms RAW m=5064 n=1186 INT1=30825 INT2=20276 EXT1=30825 EXT2=20276
-30.5,1,-30.509200000000003,-30.827,-30.827,5040,1210,30941,27695,30941,27695,1000,1,1532,59216,30273.2,0,1e-07,115200,always,3500,1046,1270,1096,w_n0030_5000_r1.npz,I=-30.827 nA X=-30.827 nA MODE=1 T=1000ms RAW m=5040 n=1210 INT1=30941 INT2=27695 EXT1=30941 EXT2=27695
-30.5,2,-30.509349999999998,-30.828,-30.828,5042,1208,30826,29581,30826,29581,1000,1,2169,59123,30262.2,0,1e-07,115200,always,3500,1046,1274,1096,w_n0030_5000_r2.npz,I=-30.828 nA X=-30.828 nA MODE=1 T=1000ms RAW m=5042 n=1208 INT1=30826 INT2=29581 EXT1=30826 EXT2=29581
